id;timestamp;charge;stationRef;vehicleRef
FUQ5277481;2021/06/10 8:09:15;3,1;GF00;PF04UCA93312
VPZ5795010;2021/06/10 8:46:47;2,0;NE13;BM25PHF40639
VFO0601908;2021/06/10 8:51:20;3,1;AO03;DP11ENT03275
SLC6033857;2021/06/10 9:11:32;2,8;AO02;PE73VJU23485
LPB4331630;2021/06/10 9:54:31;2,2;OO11;HT62RDI04611
KHV5023132;2021/06/10 11:43:21;13,0;AO05;LG64ARC91224
ENY8274617;2021/06/10 11:54:25;1,5;EG07;WG11QVY31890
BYV1434708;2021/06/10 11:58:24;2,2;KO06;IO09FGE68100
XOT6847634;2021/06/10 12:14:50;1,0;AO08;OC94ASJ72024
RIE9716949;2021/06/10 12:33:42;2,8;OO11;EM54HQI58682
BFB7711048;2021/06/10 12:54:17;3,1;GF00;PF04UCA93312
RZJ4469453;2021/06/10 16:28:44;2,8;AO14;RR73DWB65452
KLL2359761;2021/06/10 20:01:53;1,0;KO09;WY00MLL63827
SQB7667750;2021/06/10 20:24:59;1,0;AO07;OC94ASJ72024
EIL6600026;2021/06/10 22:27:51;1,0;OO04;XV40HUQ04740
JQC5833499;2021/06/10 22:53:22;2,8;OO05;AT19HLV57173
LWO2548029;2021/06/10 23:10:18;2,5;KO01;KB55KTM48860
XSC6362977;2021/06/10 23:47:36;1,0;EG10;EC02LZC49528
KKD0978652;2021/06/11 0:29:00;2,8;AO16;DO24BCW15511
JOG9973624;2021/06/11 0:41:43;3,1;NE15;RV87TIY76692
PCI3582857;2021/06/11 2:52:24;2,0;OO09;RV87TIY76692
XMB6965278;2021/06/11 3:04:16;2,8;GF00;JE65QJK64802
SKT8120131;2021/06/11 3:53:13;2,8;GF00;UF84JOS00561
WGG7917819;2021/06/11 4:30:00;2,8;KO06;QW79CHL42244
HET0042528;2021/06/11 5:26:18;3,1;MR05;QH15HWX24570
ZWZ3141447;2021/06/11 6:41:02;2,8;AO16;HT62RDI04611
AHE3546511;2021/06/11 7:37:00;1,0;NE15;IA29IQS63679
MHQ0660651;2021/06/11 7:38:01;3,1;MR08;QH15HWX24570
LPB4294901;2021/06/11 8:02:21;2,8;MR08;QN23UHH39091
PML3228680;2021/06/11 11:26:19;2,8;GF00;IO09FGE68100
FMS3482773;2021/06/11 11:44:36;3,1;EG05;TZ48CCW54765
CEA9066983;2021/06/11 11:46:04;2,8;GF00;JE65QJK64802
FTW2844551;2021/06/11 12:28:57;2,8;AO19;MX39VOS38645
MNQ3898016;2021/06/11 12:29:02;2,8;MR05;UA13YTK28483
JVH0731781;2021/06/11 13:40:37;2,8;NE02;NY14GZR94632
GTF2510703;2021/06/11 15:14:23;2,8;KO08;QW79CHL42244
VYP3585572;2021/06/11 16:25:52;2,8;MR00;UA13YTK28483
YRW5469755;2021/06/11 17:26:35;2,8;AO13;HT62RDI04611
TMU2260207;2021/06/11 19:27:36;2,8;AO08;PE73VJU23485
MAI4698805;2021/06/11 19:34:55;2,8;EG12;EC02LZC49528
ECT4329628;2021/06/11 19:50:59;2,8;NE06;QW79CHL42244
AEG8557073;2021/06/11 19:57:02;1,3;MR05;HW75BKT77773
MFS1741875;2021/06/11 20:01:04;2,5;EG03;DW44ZOO26361
NRW1359493;2021/06/11 20:13:45;13,0;GF00;ZY93PCY41868
LMX6884796;2021/06/11 20:15:19;1,3;GF00;EN26OAB52983
AUK8786836;2021/06/11 20:51:42;1,0;NE07;FY47TUN40300
HRV5682932;2021/06/11 21:01:07;2,8;AO06;HR53SRO94328
VBU1684309;2021/06/11 23:42:39;2,8;KO02;QW79CHL42244
PCP4852775;2021/06/11 23:51:15;2,8;OO06;QR03XCJ37459
XZN2965771;2021/06/11 23:57:43;2,5;OO02;VJ92OYV94295
XJX9208978;2021/06/12 0:06:02;2,5;GF00;MA30QLI76818
LVQ6401894;2021/06/12 0:31:33;2,0;AO17;YL27IFD65117
ZMJ9768040;2021/06/12 1:39:40;2,8;GF00;CP56DAO45598
PVR7463093;2021/06/12 3:47:31;2,5;KO07;RV87TIY76692
KVY3745730;2021/06/12 4:22:17;1,0;OO06;XV40HUQ04740
WXY2720976;2021/06/12 5:17:50;2,8;AO17;HT62RDI04611
JPZ3408466;2021/06/12 7:53:57;2,5;NE03;OY94SZK34436
JNC2641397;2021/06/12 8:36:38;2,8;AO19;QH15HWX24570
TCR7513943;2021/06/12 9:11:29;1,5;EG11;MU06LHX94338
OFX7835677;2021/06/12 12:10:48;2,8;MR02;EZ65FLV39493
QMM0864930;2021/06/12 13:06:40;1,3;EG04;TE24LCO18661
XOK0871074;2021/06/12 13:53:09;2,8;MR03;QN23UHH39091
OLK9786496;2021/06/12 14:27:59;1,3;EG05;TE24LCO18661
RJJ0385742;2021/06/12 16:38:38;2,8;GF00;QN12NTR81378
SYV1548027;2021/06/12 16:51:29;2,2;KO09;QO77TFN61853
QAG0401153;2021/06/12 16:56:12;2,0;KO06;HT62RDI04611
JMD9153402;2021/06/12 17:01:30;1,0;KO01;BY85QGR11636
JFH5656254;2021/06/12 17:09:50;2,5;GF00;BY85QGR11636
ENT2443014;2021/06/12 18:02:37;2,8;OO05;JF94VYA88954
FKG7460100;2021/06/12 18:11:29;1,0;OO03;WG11QVY31890
RUP7015817;2021/06/12 19:01:01;2,8;EG02;IW53OQE31439
XMS0574515;2021/06/12 19:38:31;2,8;MR06;UA13YTK28483
FFO1276718;2021/06/12 19:44:24;2,2;KO05;JO50FSF60755
JJO2201102;2021/06/12 19:47:50;1,5;KO05;ZY93PCY41868
CTA0798879;2021/06/12 20:46:58;2,5;NE11;JV67MTI17124
GJY5825216;2021/06/12 21:04:27;1,3;EG08;TE24LCO18661
LLC9279133;2021/06/12 21:32:09;1,5;NE01;PM58XHX45588
JSV4932071;2021/06/12 22:33:40;2,5;GF00;BY85QGR11636
CNJ3272975;2021/06/12 23:20:22;2,8;AO19;HT62RDI04611
BIH4068894;2021/06/13 0:11:08;1,0;GF00;WU78BMX13511
SKM8766353;2021/06/13 1:03:21;2,8;OO03;RK48BOP88344
WYS3925260;2021/06/13 1:30:35;3,1;OO10;LC72NRN52084
NFI4821865;2021/06/13 2:01:34;2,8;GF00;UF84JOS00561
VJU7013879;2021/06/13 3:22:07;1,0;OO03;WG11QVY31890
KPS6759863;2021/06/13 4:16:26;1,0;AO08;OC94ASJ72024
NJS4106362;2021/06/13 4:57:17;2,8;OO07;AY38OQF67603
PEK1536426;2021/06/13 4:58:45;2,8;NE04;EG95RTB75032
OEY3798345;2021/06/13 5:03:35;1,0;EG11;JD78PQD35395
OQV6493561;2021/06/13 5:04:46;1,0;NE15;UP28MBM38391
MRL4663076;2021/06/13 5:57:34;2,8;MR08;QN23UHH39091
VGR8908175;2021/06/13 6:00:10;1,0;NE04;UP28MBM38391
VVV5800057;2021/06/13 7:43:56;2,5;KO02;RV87TIY76692
DIV4871874;2021/06/13 8:41:20;1,0;NE03;IA29IQS63679
WYK3941912;2021/06/13 9:56:47;1,3;KO06;RV87TIY76692
DFB2283422;2021/06/13 10:16:19;2,8;EG04;EC02LZC49528
UXL7041494;2021/06/13 10:17:16;2,8;MR07;UA13YTK28483
AAA0939423;2021/06/13 10:18:49;2,8;OO05;RK48BOP88344
OAS3940192;2021/06/13 11:06:40;2,5;EG04;DW44ZOO26361
EHB0486619;2021/06/13 11:48:01;2,5;KO04;RV87TIY76692
UDJ2503676;2021/06/13 12:36:40;1,0;NE08;EV77EDV52985
MZD9580874;2021/06/13 13:43:20;1,0;KO00;WY00MLL63827
FSD3252358;2021/06/13 14:53:14;2,8;AO12;RR73DWB65452
NTG3836525;2021/06/13 15:48:41;1,0;GF00;WU78BMX13511
MHG3348034;2021/06/13 15:53:29;2,8;OO11;RK48BOP88344
ASC4717932;2021/06/13 16:18:50;2,5;KO05;IX01MVL33676
ZZN2302604;2021/06/13 18:15:03;2,8;GF00;CP56DAO45598
OZB6467828;2021/06/13 19:14:46;2,5;GF00;CK97FAU13897
UWC4617197;2021/06/13 20:50:11;2,5;OO04;VJ92OYV94295
JFN0683776;2021/06/13 22:20:02;2,5;OO13;QX75YWC61835
RGI1117494;2021/06/13 23:01:25;2,8;AO11;EG95RTB75032
TEV9952478;2021/06/13 23:15:59;2,8;GF00;UF84JOS00561
ILL8685329;2021/06/14 0:34:56;2,0;NE14;HE38BQH01623
MMK6973219;2021/06/14 0:47:20;2,5;EG04;DW44ZOO26361
FPD3058191;2021/06/14 1:51:11;2,5;GF00;BY85QGR11636
UDF7198688;2021/06/14 1:55:11;2,8;GF00;IO09FGE68100
KID4346022;2021/06/14 2:08:01;2,0;OO10;SY96JDQ97089
UDS5866906;2021/06/14 2:10:34;1,5;NE12;VX68BAR38623
JEP3241535;2021/06/14 2:12:27;1,5;NE08;NZ35XLQ89678
VOT0271428;2021/06/14 4:36:14;2,8;AO15;OY94SZK34436
ZQI3582864;2021/06/14 7:37:57;1,3;GF00;EN26OAB52983
JWS6877041;2021/06/14 8:36:46;2,8;OO00;JF94VYA88954
MNX7582043;2021/06/14 9:33:39;3,1;OO09;HE38BQH01623
LHZ2837986;2021/06/14 9:47:14;1,3;EG02;PD45WOT56494
PQA6413943;2021/06/14 10:40:52;2,8;EG09;IN99SEN20660
NAJ1486734;2021/06/14 11:11:25;2,8;AO07;PE73VJU23485
LDW0780619;2021/06/14 11:32:43;2,8;OO10;JF94VYA88954
XSK1290916;2021/06/14 11:32:51;1,0;OO01;UP28MBM38391
EDR4949505;2021/06/14 11:54:06;2,0;OO05;LM86GYO69819
AUJ5236793;2021/06/14 12:00:48;2,8;MR08;EZ65FLV39493
UYT0917071;2021/06/14 12:08:39;2,8;OO00;AY38OQF67603
NXZ1569025;2021/06/14 13:19:02;2,2;KO04;NY14GZR94632
HSM8059143;2021/06/14 13:51:26;2,8;KO06;QW79CHL42244
GBX6335289;2021/06/14 14:28:41;2,8;GF00;UF84JOS00561
LDG7066596;2021/06/14 14:43:58;1,0;NE03;FY47TUN40300
NCV4518230;2021/06/14 14:47:14;2,2;EG06;UA13YTK28483
NSH0477722;2021/06/14 15:05:46;2,5;GF00;BY85QGR11636
IIL1316078;2021/06/14 16:18:01;1,0;OO05;XV40HUQ04740
RJV3957408;2021/06/14 19:57:22;2,8;GF00;LM86GYO69819
CYI0655020;2021/06/14 21:03:14;2,5;EG02;XE59BZM26378
BLE0655628;2021/06/14 21:31:19;2,8;KO04;QW79CHL42244
WEY3175238;2021/06/14 21:33:30;1,3;KO00;MQ65WJJ60020
RFY7659367;2021/06/15 0:26:06;13,0;AO04;BM25PHF40639
UXZ6177605;2021/06/15 1:49:30;1,0;OO12;WG11QVY31890
UCV0575549;2021/06/15 3:17:34;3,1;EG08;PF04UCA93312
MWU2996460;2021/06/15 3:50:18;2,8;GF00;LM86GYO69819
VON2296673;2021/06/15 4:11:54;3,1;GF00;PF04UCA93312
XXZ5543362;2021/06/15 5:52:43;1,5;NE13;PM58XHX45588
CTN1917724;2021/06/15 6:01:22;3,1;OO11;LC72NRN52084
YEB9092169;2021/06/15 6:02:29;2,0;MR05;IZ65WAT29135
YKW3140761;2021/06/15 6:25:49;2,5;OO05;VJ92OYV94295
BNV3316403;2021/06/15 6:44:52;1,0;AO01;BZ76ROL87339
NRU4387171;2021/06/15 7:29:58;2,5;MR01;QO68DIC93032
OCQ3106767;2021/06/15 7:46:17;1,0;KO08;FL13UMN92207
IPE0526668;2021/06/15 8:03:29;2,8;EG03;IW53OQE31439
SWK8299830;2021/06/15 8:08:55;2,5;GF00;BY85QGR11636
RPM9717975;2021/06/15 9:49:39;2,5;MR03;RK48BOP88344
XXD4300577;2021/06/15 10:22:59;1,5;KO03;MA30QLI76818
AUX4971618;2021/06/15 10:30:19;2,8;OO06;QR03XCJ37459
ICI5653465;2021/06/15 10:40:09;2,8;EG00;IN99SEN20660
APW9965491;2021/06/15 11:38:35;3,1;OO05;EM54HQI58682
KBT9552110;2021/06/15 11:40:07;1,3;MR06;RR98KQE80731
GBK5635433;2021/06/15 12:17:37;2,0;EG07;CM15YCB60994
ALA1880771;2021/06/15 13:55:45;2,8;GF00;CP56DAO45598
HMX4500976;2021/06/15 14:06:43;2,8;AO04;RR73DWB65452
TFY9274442;2021/06/15 14:46:06;2,5;GF00;MA30QLI76818
NXK1487303;2021/06/15 14:58:32;2,0;AO05;YL27IFD65117
FJZ5253548;2021/06/15 16:07:30;2,8;AO06;RR73DWB65452
XCX9509639;2021/06/15 17:11:38;2,0;NE10;PD45WOT56494
XHR3994840;2021/06/15 19:09:24;2,5;EG00;DW44ZOO26361
TGT7875591;2021/06/15 20:00:25;3,1;MR04;PM58XHX45588
OQC9724007;2021/06/15 20:07:01;2,5;EG06;XE59BZM26378
ZXC9353265;2021/06/15 21:43:11;2,8;EG02;EC02LZC49528
IZD3930702;2021/06/15 22:08:48;2,8;KO01;UO75YNW62238
CBC4103602;2021/06/15 23:17:00;1,5;KO03;UF84JOS00561
WMG7699408;2021/06/15 23:22:02;2,5;MR04;XV91YMP27722
FHR5478723;2021/06/16 0:06:13;2,8;AO09;SU00RDZ36214
JVX4277401;2021/06/16 0:29:33;1,0;NE03;EV77EDV52985
DWA4194917;2021/06/16 1:43:49;1,3;KO03;QU94IGC75528
SZO2740152;2021/06/16 1:45:38;2,8;GF00;UF84JOS00561
GYH3328704;2021/06/16 2:49:54;2,0;NE00;PD45WOT56494
WXS9632410;2021/06/16 4:45:23;2,8;NE04;NY14GZR94632
LPC8443251;2021/06/16 5:22:39;2,5;NE01;OY94SZK34436
FFL6678683;2021/06/16 6:05:58;2,0;NE02;NZ35XLQ89678
LLC8461510;2021/06/16 7:49:24;2,8;MR06;UA13YTK28483
HZX0118520;2021/06/16 8:06:52;2,2;GF00;KW50MJG67260
TAM0920668;2021/06/16 8:12:47;2,5;KO00;KB55KTM48860
WHG6022891;2021/06/16 9:15:16;2,0;EG07;DW44ZOO26361
BST2769019;2021/06/16 9:21:21;2,5;GF00;BY85QGR11636
OJG6003091;2021/06/16 10:15:23;2,8;GF00;CP56DAO45598
RDO9641780;2021/06/16 10:24:19;2,8;NE05;NY14GZR94632
NJV4952674;2021/06/16 10:45:29;2,8;MR05;QN23UHH39091
RVP1216090;2021/06/16 11:12:30;2,8;EG02;IW53OQE31439
AUF9247927;2021/06/16 15:40:37;1,5;OO03;MP14WFM40909
VEP8581728;2021/06/16 17:16:00;1,0;NE05;EV77EDV52985
HYV9933763;2021/06/16 17:48:45;2,5;MR00;QO68DIC93032
SKM1125405;2021/06/16 17:56:43;1,0;AO09;OC94ASJ72024
FWI6613060;2021/06/16 18:31:44;2,8;OO09;JF94VYA88954
GKL9628716;2021/06/16 18:46:27;2,8;NE10;UO75YNW62238
REF4265344;2021/06/16 19:28:56;1,0;KO03;FL13UMN92207
TWX0692419;2021/06/16 19:35:55;1,5;NE03;NZ35XLQ89678
RGU2851115;2021/06/16 19:41:07;2,2;KO00;IW53OQE31439
UYQ0760174;2021/06/16 19:45:25;2,2;KO06;HW75BKT77773
HWO9722214;2021/06/16 20:18:21;2,5;NE15;FL13UMN92207
WCU9979893;2021/06/16 20:44:10;2,2;KO03;QO77TFN61853
WNW3453006;2021/06/16 21:17:21;2,8;OO03;JF94VYA88954
WFZ9372575;2021/06/16 22:20:57;2,0;MR02;IZ65WAT29135
KSD0470247;2021/06/16 22:53:17;13,0;AO18;BM25PHF40639
CFA3385295;2021/06/16 23:28:05;1,0;OO06;XV40HUQ04740
IPH7575416;2021/06/16 23:30:05;3,1;MR06;XV40HUQ04740
GZT0040496;2021/06/17 0:28:17;2,2;GF00;KW50MJG67260
EMJ6756011;2021/06/17 0:48:51;2,8;GF00;LM86GYO69819
RFY4938667;2021/06/17 0:51:19;2,8;OO02;AT19HLV57173
INJ1448755;2021/06/17 3:37:58;2,5;GF00;CK97FAU13897
JCM6998660;2021/06/17 3:52:03;1,0;NE07;IA29IQS63679
NQI9513519;2021/06/17 3:52:54;1,5;NE00;QO77TFN61853
RCA6536814;2021/06/17 4:23:08;1,0;NE11;IA29IQS63679
OBE8002990;2021/06/17 4:30:49;2,8;NE02;EG95RTB75032
RDC2532485;2021/06/17 4:59:28;2,0;AO17;YL27IFD65117
RLD2575285;2021/06/17 6:25:34;2,8;GF00;IO09FGE68100
GOQ4373728;2021/06/17 6:29:27;1,0;OO11;JV67MTI17124
NHN3482371;2021/06/17 7:35:21;13,0;AO06;BM25PHF40639
SME5959871;2021/06/17 10:10:27;2,5;GF00;SL09NOT64494
XVD1472878;2021/06/17 11:17:51;2,8;OO11;AT19HLV57173
PWN3314365;2021/06/17 11:22:40;2,0;OO02;EE22TMX10817
LMN8364949;2021/06/17 11:28:38;2,8;OO13;RK48BOP88344
OUF1334258;2021/06/17 11:33:10;1,0;NE01;FY47TUN40300
HDQ5744557;2021/06/17 11:55:11;2,5;KO08;RV87TIY76692
KGI5364948;2021/06/17 12:05:20;2,8;EG02;IW53OQE31439
KPI4136303;2021/06/17 12:10:22;2,8;OO11;AY38OQF67603
HXJ6717152;2021/06/17 12:19:02;1,5;OO02;RR98KQE80731
RVF3888211;2021/06/17 13:14:50;2,8;NE16;EG95RTB75032
YLF7031009;2021/06/17 13:17:30;2,5;KO09;IX01MVL33676
MKF7011039;2021/06/17 13:58:20;1,0;NE14;EV77EDV52985
TDC5417726;2021/06/17 14:23:28;1,3;KO05;MQ65WJJ60020
BHM8414250;2021/06/17 14:43:34;2,2;OO13;PE73VJU23485
NWU1291975;2021/06/17 14:47:33;2,8;NE00;EG95RTB75032
CXM4042469;2021/06/17 16:20:40;2,8;OO12;MP14WFM40909
SWF5275554;2021/06/17 16:26:28;1,0;NE16;UP28MBM38391
DBW5601257;2021/06/17 16:27:50;2,8;MR03;UA13YTK28483
SAN6180010;2021/06/17 16:29:20;3,1;AO12;DP11ENT03275
PNZ2841414;2021/06/17 16:49:15;1,3;EG03;QU94IGC75528
RVX4197102;2021/06/17 16:50:27;1,0;EG11;DP11ENT03275
FYB1828785;2021/06/17 17:15:30;2,8;NE06;NY14GZR94632
SWX0888775;2021/06/17 17:27:37;1,0;NE09;FY47TUN40300
DBI2212686;2021/06/17 17:37:23;2,5;EG10;XE59BZM26378
JFY6350633;2021/06/17 18:31:13;2,5;OO07;IW53OQE31439
REB6939975;2021/06/17 19:22:49;1,5;NE16;UO75YNW62238
GRK4563748;2021/06/17 19:23:20;2,5;EG00;XE59BZM26378
ZDC0983552;2021/06/17 19:44:52;2,5;KO04;KB55KTM48860
SZD7798127;2021/06/17 20:54:11;13,0;AO04;LG64ARC91224
ZOC3283957;2021/06/17 21:17:58;1,0;MR02;BI87HYL81972
GOW2849673;2021/06/17 21:53:10;2,0;NE07;PD45WOT56494
DAJ5756156;2021/06/17 22:03:08;2,5;NE14;JV67MTI17124
DRU3570216;2021/06/17 23:24:53;2,0;EG09;CM15YCB60994
JMQ7713618;2021/06/17 23:38:38;2,5;KO04;IX01MVL33676
ZZF2983913;2021/06/17 23:44:43;2,5;EG12;XE59BZM26378
PSQ0957843;2021/06/18 0:00:31;2,8;OO13;JF94VYA88954
YJO9228023;2021/06/18 0:07:56;2,8;OO03;QR03XCJ37459
EDA5029078;2021/06/18 0:45:07;1,0;NE16;IA29IQS63679
FQZ5116022;2021/06/18 2:47:32;2,8;OO07;RK48BOP88344
NSZ7660836;2021/06/18 3:34:34;1,0;AO08;OC94ASJ72024
ZAP1657580;2021/06/18 3:50:50;2,5;EG05;XE59BZM26378
NTQ5567690;2021/06/18 4:20:58;2,5;EG06;XE59BZM26378
WWG4194971;2021/06/18 4:35:07;1,5;KO01;ZY93PCY41868
OYX1423226;2021/06/18 4:35:28;2,5;KO03;IX01MVL33676
JGN7001384;2021/06/18 5:13:43;2,8;MR04;HE38BQH01623
OAF4341450;2021/06/18 5:17:21;2,0;MR08;IZ65WAT29135
FTD3302075;2021/06/18 6:35:34;2,8;EG06;TV81MAQ99005
KGB1498460;2021/06/18 8:19:48;1,0;NE11;IA29IQS63679
JSJ2723603;2021/06/18 10:36:24;2,8;MR02;UA13YTK28483
KQK3526563;2021/06/18 11:09:35;1,3;EG01;DV04FQL29609
IDE5080790;2021/06/18 11:23:01;3,1;EG03;TZ48CCW54765
PVA7750491;2021/06/18 11:56:56;2,5;OO01;QX75YWC61835
DTN8293442;2021/06/18 12:24:28;2,2;KO02;HW75BKT77773
UXC3689360;2021/06/18 13:07:13;2,2;NE00;DV04FQL29609
KKI0172396;2021/06/18 13:49:15;2,0;AO00;YL27IFD65117
TJE2006543;2021/06/18 14:54:13;1,0;KO02;WY00MLL63827
NDD6914408;2021/06/18 17:12:38;2,8;MR06;HE38BQH01623
LWO4004765;2021/06/18 17:30:42;1,0;NE07;IA29IQS63679
YYL5477892;2021/06/18 17:47:00;2,2;GF00;KW50MJG67260
NFQ4953952;2021/06/18 19:18:38;2,8;OO10;RK48BOP88344
JXQ8697954;2021/06/18 20:03:25;2,5;NE15;JV67MTI17124
HBF7410263;2021/06/18 20:18:27;2,8;KO03;QW79CHL42244
SZG5174689;2021/06/18 21:51:38;3,1;GF00;YX66XYW62640
ITF4405299;2021/06/18 21:55:57;2,8;KO04;ED51EWW52190
NCL5204837;2021/06/18 22:53:41;2,5;OO06;XF28DGK65250
HSE7279142;2021/06/18 23:13:44;1,3;NE04;QO68DIC93032
KVY8069861;2021/06/18 23:41:31;2,8;MR01;HE38BQH01623
TFL9470180;2021/06/18 23:48:58;3,1;AO17;DP11ENT03275
KFJ0381166;2021/06/19 0:08:03;2,8;GF00;JE65QJK64802
QBK6951355;2021/06/19 1:02:31;2,5;GF00;SL09NOT64494
UYC7439143;2021/06/19 2:10:14;3,1;MR08;JO50FSF60755
YHK9257743;2021/06/19 2:34:08;1,0;GF00;WU78BMX13511
EUE4070251;2021/06/19 4:17:18;2,8;OO03;AY38OQF67603
RRF0640499;2021/06/19 4:21:36;1,0;KO04;FL13UMN92207
JOO1720638;2021/06/19 4:26:46;2,5;NE07;OY94SZK34436
HXY6111088;2021/06/19 4:51:32;2,8;KO01;UO75YNW62238
QLL3168778;2021/06/19 5:05:54;1,0;NE13;EV77EDV52985
TCW0955574;2021/06/19 6:14:54;1,3;EG09;TE24LCO18661
LOZ4397178;2021/06/19 6:46:14;2,8;KO02;ED51EWW52190
QHJ6969887;2021/06/19 7:00:38;2,8;EG03;EC02LZC49528
WBR0030626;2021/06/19 7:51:36;3,1;AO08;DV04FQL29609
FDF0746855;2021/06/19 9:26:32;3,1;AO04;DV04FQL29609
UMD9240114;2021/06/19 10:05:10;2,8;AO08;HT62RDI04611
LOM6436733;2021/06/19 10:13:30;1,3;KO04;VL67TFO75321
DHL5803974;2021/06/19 10:41:17;2,8;AO00;PE73VJU23485
CWT9735851;2021/06/19 12:00:58;2,8;EG05;IW53OQE31439
DJV2689288;2021/06/19 12:12:41;2,8;OO01;EM54HQI58682
GFF9149065;2021/06/19 12:39:39;1,0;AO05;OC94ASJ72024
PRB2240413;2021/06/19 13:01:33;2,8;AO05;PM58XHX45588
TXW0364700;2021/06/19 14:08:21;2,8;AO08;PE73VJU23485
ZAO8533157;2021/06/19 14:43:21;3,1;MR01;QH15HWX24570
MNX1086876;2021/06/19 15:46:41;2,5;EG04;XE59BZM26378
AXL9918340;2021/06/19 16:23:10;1,0;OO12;XV40HUQ04740
CJW2198974;2021/06/19 16:25:19;1,5;NE00;NZ35XLQ89678
ZKE1467682;2021/06/19 16:34:14;1,5;EG05;MU06LHX94338
EQK7656920;2021/06/19 16:35:16;2,8;AO15;BK77KNV91142
FYO9573227;2021/06/19 17:11:03;2,0;AO19;YL27IFD65117
XDJ6492850;2021/06/19 17:29:08;1,3;EG05;TE24LCO18661
OHT0610245;2021/06/19 17:29:38;2,2;KO00;QO77TFN61853
QKM9326469;2021/06/19 18:09:07;2,5;MR06;BI87HYL81972
IVR8223977;2021/06/19 18:56:47;2,0;NE08;IA29IQS63679
NPB2075213;2021/06/19 19:15:46;2,8;AO18;RR73DWB65452
RJX6394339;2021/06/19 19:42:57;1,0;NE14;HA82SCK64299
GGA5381709;2021/06/19 19:51:47;2,2;KO05;SY96JDQ97089
LYH5639463;2021/06/19 20:19:59;2,8;MR01;UA13YTK28483
QQY6809331;2021/06/19 20:46:42;2,8;MR01;XV91YMP27722
QRW8617851;2021/06/19 20:51:53;2,5;NE01;OY94SZK34436
RZB5657028;2021/06/19 20:54:13;2,8;AO01;HT62RDI04611
MUJ8786387;2021/06/19 21:01:05;1,0;OO02;XV40HUQ04740
WKN8190345;2021/06/19 21:02:18;2,5;GF00;MA30QLI76818
KUM5882977;2021/06/19 21:15:54;1,0;OO02;EV77EDV52985
GTE6095468;2021/06/19 22:50:45;2,0;AO08;YL27IFD65117
CCH4803077;2021/06/19 23:28:54;1,0;GF00;WU78BMX13511
YKX3488076;2021/06/19 23:33:21;2,8;AO15;LM86GYO69819
NNF3840486;2021/06/20 2:21:46;1,3;MR01;NZ35XLQ89678
RPG9693126;2021/06/20 4:34:07;1,5;NE01;NZ35XLQ89678
DKL6941018;2021/06/20 5:29:51;2,8;OO01;AT19HLV57173
TUP7619751;2021/06/20 6:13:31;2,8;EG11;BK77KNV91142
MBU4490046;2021/06/20 8:25:23;2,8;EG10;IN99SEN20660
HYS7836537;2021/06/20 11:00:34;1,3;OO09;SL09NOT64494
GAS2746110;2021/06/20 11:51:56;1,0;EG00;JD78PQD35395
ZDD9463944;2021/06/20 12:01:15;2,8;KO05;YH66OKD41942
YIV4430312;2021/06/20 12:16:24;13,0;AO05;BM25PHF40639
EJE2574804;2021/06/20 13:59:14;2,8;MR07;UA13YTK28483
XVA7947334;2021/06/20 14:02:05;2,5;GF00;BY85QGR11636
VXV9520525;2021/06/20 14:59:28;1,3;EG05;EZ65FLV39493
TRQ9389049;2021/06/20 15:14:04;1,0;NE00;OY94SZK34436
WYR0824832;2021/06/20 15:29:21;2,8;AO02;OY94SZK34436
WPB5129956;2021/06/20 15:35:06;2,8;NE02;IX01MVL33676
QVE7486697;2021/06/20 15:39:10;1,0;NE10;IA29IQS63679
JSU7597495;2021/06/20 16:19:58;1,5;NE12;PM58XHX45588
ILR8653944;2021/06/20 16:32:24;2,5;KO03;RV87TIY76692
AUN5884024;2021/06/20 16:41:19;2,2;MR08;HA82SCK64299
LDT8828433;2021/06/20 16:58:55;2,8;AO16;HT62RDI04611
YDI9540208;2021/06/20 16:59:49;2,8;NE05;NY14GZR94632
DYT2015155;2021/06/20 17:45:45;2,8;GF00;UF84JOS00561
NMI6780615;2021/06/20 18:19:48;1,5;AO00;SY96JDQ97089
UDR3563363;2021/06/20 18:41:20;2,5;KO04;HW75BKT77773
CZY7355798;2021/06/20 18:58:48;2,8;MR00;UA13YTK28483
DQO2411100;2021/06/20 20:03:18;2,8;MR03;HE38BQH01623
PQN1342905;2021/06/20 20:07:02;2,0;EG09;ED51EWW52190
TJS3796701;2021/06/20 20:33:25;1,0;GF00;WU78BMX13511
DRT2703232;2021/06/20 20:48:05;1,0;MR04;QR03XCJ37459
WTI6212943;2021/06/20 20:48:52;1,0;AO18;OC94ASJ72024
OCP2617585;2021/06/20 22:43:07;1,3;NE10;DO24BCW15511
UNB3572290;2021/06/20 23:07:49;2,0;NE15;UP28MBM38391
KOG0955235;2021/06/20 23:41:48;2,5;GF00;CK97FAU13897
TKD9105554;2021/06/21 0:09:24;2,8;GF00;IO09FGE68100
AUL1012293;2021/06/21 1:22:02;2,8;MR04;HE38BQH01623
ESO5948580;2021/06/21 2:19:28;2,5;EG02;XE59BZM26378
XUP9009163;2021/06/21 2:33:37;1,0;AO07;OC94ASJ72024
ZFH7988479;2021/06/21 2:42:54;1,0;NE15;UP28MBM38391
GXN5485601;2021/06/21 4:25:13;2,2;KO02;JO50FSF60755
